interaction_id,user_id,campaign_id,interaction_date,interaction_type,converted
INT-0014430,991,CMP-0012,07/04/2025,Website Visit , Yes 
INT-0014431,500,CMP-0006,01-02-2025,impression,No
INT-0014432,1141,CMP-0006,04/02/2025, Impression ,NO
INT-0014433,811,CMP-0015,18 Feb 2025,Trial Signup , No 
INT-0014434,489,CMP-0004,22/12/2025,demo request,No 
INT-0014435,522,CMP-0005,25/04/2025,Demo Request ,YES
INT-0014436,203,CMP-0029,05-08-2025,Trial Signup, No 
INT-0014437,88,,"Nov 04, 2025",Trial Signup,no
INT-0014438,1309,CMP-0015,02/05/2025,Website Visit ,No
INT-0014439,1229,CMP-0018,01/10/2025,email open, No
INT-0014440,1361,CMP-0009,02-10-2025,Impression , Yes
INT-0014441,881,CMP-0010,21/01/2025,website visit,yes
INT-0014442,105,CMP-0016,14 Mar 2025,demo request,no
INT-0014443,177,CMP-0008,05/25/2025, Email Open , No 
INT-0014444,636,CMP-0012,"May 02, 2025", Demo Request ,No 
INT-0014445,1134,CMP-0004,"May 31, 2025",Impression,Yes 
INT-0014446,1298,CMP-0024,23/07/2025,Click , No
INT-0014447,1173,CMP-0006,"Nov 09, 2025", Impression,yes
INT-0014448,658,CMP-0006,18/07/2025,EMAIL OPEN,no
INT-0014449,618,CMP-9024,12/10/2025,CLICK,no
INT-0014450,467,CMP-0017,05/03/2025, Trial Signup,No
INT-0014451,488,CMP-0022,"Dec 08, 2025",email open, No
INT-0014452,930,CMP-0006,"Jul 24, 2025",Email Open,no
INT-0014453,1191,CMP-0030,05/11/2025, Email Open , No
INT-0014454,1309,CMP-0021,25/07/2025,DEMO REQUEST, No 
INT-0014455,838,CMP-0006,"Oct 26, 2025",Website Visit, No
INT-0014456,743,CMP-0027,05-06-2025,Trial Signup , No
INT-0014457,678,CMP-0002,01/02/2025,Impression ,No 
INT-0014458,788,CMP-0021,"Feb 18, 2025", Demo Request ,no
INT-0014459,1424,CMP-0008,01/05/2025, Email Open,yes
INT-0014460,197,CMP-0028,2025-04-10,website visit,NO
INT-0014461,691,CMP-0026,"Feb 19, 2025",impression,No 
INT-0014462,1487,CMP-0008,25/08/2025, Impression, No 
INT-0014463,1468,CMP-0024,15-12-2025, Click,no
INT-0014464,658,CMP-0015,14-10-2025,Email Open,NO
INT-0014465,1470,CMP-0014,05 Feb 2025, Website Visit,NO
INT-0014466,685,CMP-0017,09/11/2025,WEBSITE VISIT,No
INT-0014467,832,CMP-0019,2025-06-25,IMPRESSION,No 
INT-0014468,631,CMP-0027,2025-07-11, Impression , No 
INT-0014469,1191,CMP-0028,22/04/2025,Trial Signup ,No
INT-0014470,514,CMP-0021,06-11-2025, Click,Yes
INT-0014471,1452,CMP-0026,01/24/2025,Trial Signup , No 
INT-0014472,1449,CMP-0002,2025-02-16,Impression , Yes
INT-0014473,671,CMP-0018,01/04/2025,website visit, No 
INT-0014474,545,CMP-0002,"Dec 15, 2025",EMAIL OPEN, No 
INT-0014475,119,,2025-09-13, Email Open ,Yes
INT-0014476,801,CMP-0016,29-10-2025,Impression,No 
INT-0014477,1145,CMP-0021,06/11/2025,Email Open,No
INT-0014478,92,CMP-0029,09 Mar 2025, Impression ,No 
INT-0014479,877,CMP-0030,01-12-2025, Demo Request,No
INT-0014480,704,CMP-0004,"Jan 31, 2025", Trial Signup ,NO
INT-0014481,30,CMP-0013,06/11/2025,TRIAL SIGNUP, No 
INT-0014482,728,CMP-0030,06/13/2025, Impression, No
INT-0014483,1253,CMP-0020,"Jan 24, 2025",Impression ,No
INT-0014484,195,CMP-0014,07/13/2025,Website Visit , No
INT-0014485,529,CMP-0015,08 Jan 2025,email open,no
INT-0014486,580,CMP-0029,"Apr 19, 2025",Email Open ,No 
INT-0014487,1203,CMP-0017,01-03-2025, Trial Signup,NO
INT-0014488,528,CMP-0007,10/09/2025,impression,No
INT-0014489,526,CMP-0018,17 Nov 2025,Click ,No 
INT-0014490,1472,,15-05-2025, Impression ,No 
INT-0014491,176,CMP-0015,18/07/2025,TRIAL SIGNUP, No
INT-0014492,1265,CMP-0007,"Jun 29, 2025", Demo Request ,YES
INT-0014493,748,CMP-0011,18 Nov 2025, Demo Request , Yes
INT-0014494,738,CMP-0021,"Feb 17, 2025",email open,No
INT-0014495,490,CMP-0008,17/07/2025,DEMO REQUEST, No
INT-0014496,1366,CMP-0016,21/06/2025, Trial Signup,YES
INT-0014497,239,CMP-0025,2025-02-09,Click, Yes 
INT-0014498,187,CMP-0007,01/12/2025,DEMO REQUEST, No
INT-0014499,375,CMP-0019,2025-07-24, Email Open,NO
INT-0014500,1401,CMP-0029,08/07/2025,Click,no
INT-0014501,1468,CMP-0013,"Feb 04, 2025", Email Open, No
INT-0014502,1159,CMP-0020,29 Apr 2025, Demo Request , No
INT-0014503,184,CMP-0019,07/13/2025,Impression , No
INT-0014504,1308,CMP-0001,"Dec 12, 2025",Demo Request ,No
INT-0014505,497,CMP-0005,29/10/2025,Demo Request ,No
INT-0014506,837,CMP-0019,06/08/2025,Website Visit,No
INT-0014507,1147,CMP-0007,"May 15, 2025", Website Visit,YES
INT-0014508,669,CMP-0028,04/08/2025,Demo Request ,no
INT-0014509,736,CMP-0001,13-04-2025,demo request, No 
INT-0014510,874,CMP-0023,2025-03-18,Email Open , No 
INT-0014511,253,CMP-0023,29 Mar 2025,trial signup,No
INT-0014512,942,CMP-0016,14/02/2025, Trial Signup ,Yes 
INT-0014513,435,CMP-0012,01 Aug 2025,Click, No
INT-0014514,724,CMP-0010,09-10-2025,Impression,yes
INT-0014515,860,CMP-0001,2025-09-20,Demo Request ,no
INT-0014516,707,CMP-0016,"Jun 10, 2025",demo request, No
INT-0014517,340,CMP-0026,26 Jul 2025,Email Open,NO
INT-0014518,1076,CMP-0018,"Jan 04, 2025",DEMO REQUEST,No
INT-0014519,128,CMP-0025,"Feb 20, 2025",demo request,no
INT-0014520,941,CMP-0006,10/04/2025, Email Open , Yes
INT-0014521,122,CMP-0025,"Apr 03, 2025",trial signup,NO
INT-0014522,1049,CMP-0027,28/06/2025,Trial Signup ,YES
INT-0014523,1061,CMP-0007,"Oct 28, 2025", Website Visit, No 
INT-0014524,127,CMP-0007,"Aug 10, 2025",Click ,no
INT-0014525,594,CMP-0015,"Sep 03, 2025",Trial Signup , No
INT-0014526,99,CMP-0010,19/10/2025, Demo Request, Yes
INT-0014527,1290,CMP-0027,2025-10-18,Impression ,NO
INT-0014528,183,CMP-0029,2025-08-20,Click,No 
INT-0014529,148,CMP-0024,12/04/2025,demo request,Yes
INT-0014530,579,CMP-0027,04-09-2025,click,No
INT-0014531,1182,CMP-0018,08/08/2025,Trial Signup ,no
INT-0014532,452,CMP-0003,20-02-2025, Click,No
INT-0014533,1464,CMP-0013,16-06-2025,DEMO REQUEST,no
INT-0014534,1362,CMP-0020,04/03/2025,Impression,No
INT-0014535,1402,CMP-0026,2025-03-02, Trial Signup,NO
INT-0014536,705,CMP-0021,23 Nov 2025,Website Visit, No 
INT-0014537,892,CMP-0025,"Aug 31, 2025",EMAIL OPEN,No 
INT-0014538,1399,CMP-0030,01/12/2025,Impression,no
INT-0014539,630,CMP-0012,28/05/2025,Impression ,no
INT-0014540,619,CMP-0030,02-07-2025,Demo Request ,no
INT-0014541,1469,CMP-0008,22-12-2025,Email Open, No
INT-0014542,1096,CMP-0020,2025-12-25,DEMO REQUEST,Yes
INT-0014543,966,CMP-0003,22-05-2025,Demo Request,no
INT-0014544,1289,CMP-0022,10-02-2025,CLICK,NO
INT-0014545,563,CMP-0021,04/05/2025, Click , No
INT-0014546,1175,CMP-0011,27 Mar 2025,trial signup,NO
INT-0014547,469,CMP-0005,01-09-2025, Impression,Yes 
INT-0014548,1266,CMP-0016,"Mar 16, 2025",trial signup,no
INT-0014549,735,CMP-0006,02/01/2025, Website Visit ,No 
INT-0014550,900,CMP-0023,"Jan 04, 2025",WEBSITE VISIT,No
INT-0014551,1296,CMP-0030,03/11/2025,email open,no
INT-0014552,976,CMP-0013,10/25/2025, Click ,No 
INT-0014553,746,CMP-0002,25 Jul 2025,Impression ,no
INT-0014554,1237,CMP-0010,"May 30, 2025", Email Open ,Yes
INT-0014555,810,CMP-0028,2025-01-16,DEMO REQUEST, Yes
INT-0014556,1027,CMP-0003,"Sep 19, 2025", Demo Request,No 
INT-0014557,928,CMP-0013,19 Jul 2025, Click , No
INT-0014558,293,CMP-0028,"Sep 27, 2025", Click,yes
INT-0014559,765,CMP-0018,01/23/2025,Impression,NO
INT-0014560,1169,CMP-0008,11/07/2025,Click , Yes
INT-0014561,697,CMP-0009,18 Jun 2025,Website Visit,No
INT-0014562,1088,CMP-0001,12-01-2025, Website Visit, No
INT-0014563,120,CMP-0027,24-10-2025,demo request,YES
INT-0014564,584,CMP-0015,04-06-2025, Impression,Yes 
INT-0014565,313,CMP-0008,29-06-2025, Impression ,Yes 
INT-0014566,1354,CMP-0013,2025-06-26,Impression , Yes
INT-0014567,1150,CMP-0028,04/10/2025,IMPRESSION, No 
INT-0014568,398,CMP-0004,"May 04, 2025",WEBSITE VISIT,YES
INT-0014569,895,CMP-0027,13/05/2025,Click,NO
INT-0014570,1108,CMP-0008,"Dec 05, 2025", Trial Signup ,No
INT-0014571,1207,CMP-0018,2025-02-22,Email Open,No 
INT-0014572,617,CMP-0024,"May 23, 2025", Click,No 
INT-0014573,435,CMP-0016,07-10-2025, Click ,no
INT-0014574,1470,CMP-0030,12/26/2025,WEBSITE VISIT,No
INT-0014575,509,CMP-0009,10-03-2025, Demo Request ,No
INT-0014576,1437,CMP-0006,30/09/2025,email open, Yes 
INT-0014577,19,CMP-0003,11 Dec 2025,IMPRESSION,No 
INT-0014578,831,CMP-0015,09/03/2025,EMAIL OPEN,NO
INT-0014579,162,CMP-0017,25/12/2025,TRIAL SIGNUP,no
INT-0014580,441,CMP-0018,2025-09-04,Website Visit,No 
INT-0014581,253,CMP-0026,12/17/2025,TRIAL SIGNUP,NO
INT-0014582,1096,CMP-0020,31 Dec 2025,Website Visit, No 
INT-0014583,1128,CMP-0003,16 Aug 2025,website visit,NO
INT-0014584,1217,CMP-0009,18 Sep 2025, Trial Signup,NO
INT-0014585,302,CMP-0010,2025-09-14, Website Visit ,No
INT-0014586,238,CMP-0009,09-08-2025,trial signup,No 
INT-0014587,170,CMP-0008,25 Apr 2025, Trial Signup,No 
INT-0014588,496,CMP-0021,"Dec 31, 2025", Demo Request ,NO
INT-0014589,797,CMP-0015,26 Apr 2025, Email Open ,NO
INT-0014590,1372,CMP-0017,09/12/2025,Impression,YES
INT-0014591,1161,CMP-0021,"Feb 22, 2025",CLICK, Yes 
INT-0014592,1083,CMP-0024,12/06/2025,click,No 
INT-0014593,864,CMP-0010,28 Jun 2025, Trial Signup,YES
INT-0014594,1197,CMP-0027,17/08/2025,Click , Yes 
INT-0014595,1038,CMP-0012,2025-10-19,Website Visit , No 
INT-0014596,360,CMP-0015,23/03/2025,EMAIL OPEN,YES
INT-0014597,1384,CMP-0017,01/11/2025, Impression ,No
INT-0014598,607,CMP-0018,2025-04-25, Demo Request ,Yes
INT-0014599,1310,CMP-0007,03/22/2025,Impression, Yes 
INT-0014600,550,CMP-0021,"Oct 14, 2025",click, No
INT-0014601,419,CMP-0030,03/10/2025, Trial Signup,NO
INT-0014602,1196,CMP-0028,"May 20, 2025",trial signup,NO
INT-0014603,1332,CMP-0006,19/06/2025,Demo Request ,No 
INT-0014604,865,CMP-0020,10/04/2025,EMAIL OPEN,No
INT-0014605,1154,CMP-0028,19/04/2025, Demo Request , No
INT-0014606,1179,CMP-0029,2025-01-01,click,NO
INT-0014607,390,CMP-0030,18/09/2025, Website Visit, No 
INT-0014608,920,CMP-0010,01-09-2025,CLICK,NO
INT-0014609,126,CMP-0005,2025-03-12,Email Open,No
INT-0014610,823,,01/18/2025,Demo Request,no
INT-0014611,1287,CMP-0024,06/25/2025,impression, No 
INT-0014612,1471,CMP-0010,2025-12-31, Impression ,Yes
INT-0014613,990,CMP-0026,23/12/2025,WEBSITE VISIT, No
INT-0014614,197,CMP-0009,14-04-2025, Impression ,NO
INT-0014615,1306,CMP-0018,2025-02-15, Click,NO
INT-0014616,463,CMP-0007,13/03/2025,Email Open,NO
INT-0014617,1233,CMP-0017,10 Mar 2025,Demo Request,No
INT-0014618,1017,CMP-0014,09/03/2025, Demo Request ,no
INT-0014619,1061,CMP-0026,"Jun 21, 2025",click,No 
INT-0014620,1146,CMP-0027,"May 15, 2025",website visit,NO
INT-0014621,41,CMP-0025,10/27/2025,Trial Signup , No 
INT-0014622,892,CMP-0010,26/03/2025,Website Visit ,No
INT-0014623,73,CMP-0003,"Dec 01, 2025", Website Visit ,no
INT-0014624,794,CMP-0020,16/04/2025,Trial Signup, No
INT-0014625,1331,CMP-0030,03/04/2025,EMAIL OPEN,no
INT-0014626,1080,CMP-0002,"Jul 23, 2025", Impression,NO
INT-0014627,875,CMP-0022,17-05-2025,Trial Signup,No 
INT-0014628,1358,CMP-0015,17-09-2025,TRIAL SIGNUP, No 
INT-0014629,1485,CMP-0003,2025-06-06, Website Visit ,No
INT-0014630,799,CMP-0030,01/28/2025, Click , No
INT-0014631,397,CMP-0015,"Feb 01, 2025",Demo Request,yes
INT-0014632,967,CMP-0026,2025-08-19,Email Open,No 
INT-0014633,281,CMP-0011,22-06-2025, Website Visit,no
INT-0014634,169,CMP-0004,2025-10-12,Email Open,no
INT-0014635,633,CMP-0018,2025-10-19,trial signup,Yes 
INT-0014636,658,CMP-0013,2025-01-16, Click,No
INT-0014637,891,CMP-0003,2025-03-20,CLICK, Yes
INT-0014638,400,CMP-0029,"Oct 18, 2025", Email Open, No
INT-0014639,1210,CMP-0017,29/12/2025, Trial Signup,Yes 
INT-0014640,1195,CMP-0005,"May 08, 2025",Impression,No
INT-0014641,196,CMP-0027,01 Jul 2025, Trial Signup ,no
INT-0014642,802,CMP-0016,"May 03, 2025",Website Visit ,YES
INT-0014643,273,CMP-0001,13-07-2025,Website Visit ,No
INT-0014644,837,CMP-0020,17-09-2025,Trial Signup,YES
INT-0014645,1329,CMP-0013,13-12-2025, Trial Signup, No
INT-0014646,1384,CMP-0015,12/22/2025,Trial Signup ,No
INT-0014647,693,CMP-0025,26 Dec 2025,Email Open,no
INT-0014648,1176,CMP-0026,01/07/2025,Email Open ,No
INT-0014649,193,CMP-0010,12/22/2025,Website Visit ,Yes
INT-0014650,846,CMP-0030,10/06/2025, Email Open, No 
INT-0014651,1213,CMP-0012,"Feb 23, 2025",demo request, No 
INT-0014652,1042,CMP-0027,19/05/2025,Website Visit ,No
INT-0014653,963,CMP-0008,23/01/2025,Click , No 
INT-0014654,1475,CMP-0003,25 Jan 2025,Click, No 
INT-0014655,392,CMP-0005,22 Aug 2025, Email Open , Yes
INT-0014656,1316,CMP-0030,08/01/2025,Trial Signup, No
INT-0014657,377,CMP-0014,2025-09-18,Click ,no
INT-0014658,388,CMP-0019,2025-10-13, Email Open ,no
INT-0014659,38,CMP-0015,02 Nov 2025,CLICK, Yes 
INT-0014660,285,CMP-0002,2025-06-17, Website Visit ,No 
INT-0014661,252,CMP-0008,"Dec 30, 2025",TRIAL SIGNUP,No
INT-0014662,1356,CMP-0027,11-11-2025,IMPRESSION,No 
INT-0014663,1319,CMP-0007,22-03-2025,Trial Signup , No
INT-0014664,264,CMP-0022,03/12/2025, Click,No 
INT-0014665,666,CMP-0013,07/04/2025,TRIAL SIGNUP,No 
INT-0014666,1008,CMP-0026,12-08-2025,Trial Signup , No
INT-0014667,1041,CMP-0023,05/09/2025,Website Visit,no
INT-0014668,544,CMP-0008,2025-12-22,Email Open,NO
INT-0014669,436,CMP-0025,22-08-2025,Website Visit , No
INT-0014670,763,CMP-0004,2025-02-28, Demo Request ,yes
INT-0014671,1342,CMP-0012,12/14/2025,Demo Request ,yes
INT-0014672,1090,CMP-0012,07/12/2025,click,Yes
INT-0014673,966,CMP-0002,2025-01-18,DEMO REQUEST,no
INT-0014674,783,CMP-0024,"Jul 19, 2025",Demo Request, No 
INT-0014675,18,CMP-0009,2025-03-13,trial signup, Yes
INT-0014676,1436,CMP-0004,10/12/2025,Trial Signup,NO
INT-0014677,756,CMP-0024,"Jun 15, 2025",Impression ,No
INT-0014678,1182,,"Jun 10, 2025",demo request, No 
INT-0014679,328,CMP-0010,2025-12-07,Website Visit, No 
INT-0014680,895,CMP-0009,03-01-2025,Impression ,yes
INT-0014681,501,CMP-0030,09-05-2025, Trial Signup,No
INT-0014682,876,CMP-0029,25 Dec 2025, Email Open ,No 
INT-0014683,1130,CMP-0005,"Dec 26, 2025",Demo Request ,Yes 
INT-0014684,769,CMP-0028,17-06-2025, Impression , No 
INT-0014685,1193,CMP-0008,08-05-2025, Trial Signup,NO
INT-0014686,1304,CMP-0009,2025-07-13,impression,Yes 
INT-0014687,916,CMP-0012,2025-04-10,trial signup, Yes 
INT-0014688,41,CMP-0011,14 Jul 2025,TRIAL SIGNUP,Yes 
INT-0014689,1093,CMP-0004,09/27/2025,Demo Request,No
INT-0014690,1362,CMP-0017,02-06-2025, Impression ,Yes
INT-0014691,1348,CMP-0005,2025-02-25, Impression ,no
INT-0014692,1045,CMP-0007,27-10-2025,Trial Signup,NO
INT-0014693,655,CMP-0026,"Sep 12, 2025", Demo Request ,No 
INT-0014694,489,CMP-0001,23-12-2025,WEBSITE VISIT,No
INT-0014695,479,CMP-0019,29/01/2025, Demo Request ,yes
INT-0014696,30,CMP-0002,27/10/2025, Click,yes
INT-0014697,1328,CMP-0001,2025-07-10,Click ,No
INT-0014698,1397,CMP-0008,03 Feb 2025,website visit, No
INT-0014699,1466,CMP-0024,"Jun 01, 2025",Website Visit, No
INT-0014700,1265,CMP-0009,06-06-2025,EMAIL OPEN, No
INT-0014701,1463,CMP-0013,2025-01-29, Email Open,NO
INT-0014702,1335,CMP-0008,06-12-2025, Impression ,no
INT-0014703,677,CMP-0011,04/02/2025, Click,No 
INT-0014704,1490,CMP-0017,2025-10-10,WEBSITE VISIT,NO
INT-0014705,1206,CMP-0004,09/06/2025,Trial Signup ,NO
INT-0014706,382,CMP-0016,"Sep 06, 2025",Trial Signup ,Yes
INT-0014707,899,CMP-0022,2025-12-31, Demo Request,NO
INT-0014708,170,CMP-0016,02-01-2025, Trial Signup,No 
INT-0014709,872,CMP-0010,30-05-2025,WEBSITE VISIT,no
INT-0014710,311,CMP-0029,2025-12-10, Demo Request , No 
INT-0014711,1480,CMP-0005,"Dec 16, 2025",Demo Request,yes
INT-0014712,1486,CMP-0002,"May 25, 2025", Impression,yes
INT-0014713,84,CMP-0002,21/10/2025, Impression, Yes 
INT-0014714,266,CMP-0020,2025-07-11,Impression, No 
INT-0014715,290,CMP-0006,03/16/2025, Demo Request ,No
INT-0014716,1496,CMP-0022,"Oct 27, 2025",Website Visit,Yes 
INT-0014717,645,CMP-0007,17 Dec 2025, Website Visit ,No 
INT-0014718,1314,CMP-0025,11/03/2025,click,Yes 
INT-0014719,187,CMP-0011,18 Jul 2025, Email Open ,no
INT-0014720,188,CMP-0012,2025-05-31, Email Open ,Yes 
INT-0014721,605,CMP-0002,"Jan 09, 2025", Trial Signup , Yes
INT-0014722,1459,CMP-0008,27 Dec 2025,EMAIL OPEN,NO
INT-0014723,220,CMP-0011,"Mar 24, 2025",TRIAL SIGNUP, No
INT-0014724,251,CMP-0013,04/04/2025,EMAIL OPEN,NO
INT-0014725,1391,CMP-0028,15 Oct 2025, Website Visit ,NO
INT-0014726,807,CMP-0029,14-01-2025,Email Open ,No 
INT-0014727,1191,CMP-0025,15-11-2025, Click, No 
INT-0014728,295,CMP-0013,2025-07-30,Demo Request , No
INT-0014729,705,CMP-0003,2025-10-31,CLICK,No 
INT-0014730,488,CMP-0027,05-04-2025,Click ,Yes 
INT-0014731,1283,CMP-0013,"Dec 27, 2025", Impression , No
INT-0014732,983,CMP-0028,27-12-2025,CLICK, No
INT-0014733,548,CMP-0030,2025-11-28, Trial Signup ,NO
INT-0014734,3,CMP-0012,02/08/2025,WEBSITE VISIT,No 
INT-0014735,254,CMP-0025,2025-11-06,click,No
INT-0014736,52,CMP-0020,11 Aug 2025, Impression , No
INT-0014737,430,CMP-0022,2025-01-22, Impression,NO
INT-0014738,973,CMP-0010,2025-08-01,impression, No 
INT-0014739,292,CMP-0009,25/06/2025,DEMO REQUEST,No
INT-0014740,1191,CMP-0026,2025-07-10,Click ,Yes 
INT-0014741,109,CMP-0002,"Aug 23, 2025",WEBSITE VISIT,NO
INT-0014742,859,CMP-0003,02/17/2025,DEMO REQUEST,NO
INT-0014743,637,CMP-0011,"Mar 18, 2025",WEBSITE VISIT,NO
INT-0014744,317,CMP-0027,2025-10-09,Email Open, No 
INT-0014745,407,CMP-0015,18-12-2025, Impression, No
INT-0014746,877,CMP-0028,09/16/2025, Email Open,No
INT-0014747,411,CMP-0005,10/04/2025,CLICK, No 
INT-0014748,1173,CMP-0014,2025-09-01,IMPRESSION,No 
INT-0014749,57,CMP-0015,03/21/2025,impression,Yes
INT-0014750,1418,CMP-0017,02/15/2025,trial signup,No
INT-0014751,1395,CMP-0030,12/02/2025, Impression ,no
INT-0014752,711,CMP-0017,"Mar 29, 2025",Email Open, No
INT-0014753,595,CMP-0026,"Jan 21, 2025",Trial Signup ,No
INT-0014754,56,CMP-0009,21 Oct 2025,TRIAL SIGNUP,No 
INT-0014755,218,CMP-0019,07-05-2025, Demo Request , No
INT-0014756,217,CMP-0011,14/01/2025,CLICK,no
INT-0014757,187,CMP-0001,2025-06-26, Impression , No 
INT-0014758,971,CMP-0029,"May 03, 2025",Trial Signup , No 
INT-0014759,625,CMP-0017,30 Apr 2025, Click,No
INT-0014760,1228,CMP-0029,09/06/2025,IMPRESSION, No
INT-0014761,1285,CMP-0011,04/30/2025,DEMO REQUEST,no
INT-0014762,1372,CMP-0023,24-07-2025, Impression ,No 
INT-0014763,230,CMP-0018,2025-09-13,WEBSITE VISIT, No 
INT-0014764,456,CMP-0016,10/11/2025, Website Visit,Yes
INT-0014765,43,,11 Jul 2025,Trial Signup ,yes
INT-0014766,1413,CMP-0017,"Jan 28, 2025",website visit,No 
INT-0014767,1018,CMP-0011,17-06-2025,WEBSITE VISIT,Yes
INT-0014768,1169,CMP-0018,09-05-2025, Demo Request,No
INT-0014769,120,CMP-0008,06/24/2025,Click, No 
INT-0014770,684,CMP-0022,05/03/2025,Click , No
INT-0014771,1479,CMP-0023,"Jun 19, 2025", Demo Request,no
INT-0014772,10,CMP-0014,01/21/2025,DEMO REQUEST,No 
INT-0014773,608,CMP-0025,23 Oct 2025,impression,NO
INT-0014774,113,CMP-0004,20 Feb 2025,Impression, No 
INT-0014775,658,CMP-0009,08/31/2025, Email Open,NO
INT-0014776,1366,CMP-0002,09/19/2025, Demo Request, No
INT-0014777,443,CMP-0014,15-11-2025, Click , No 
INT-0014778,84,CMP-0018,2025-10-26,demo request,No
INT-0014779,495,CMP-0027,08/11/2025, Email Open,No
INT-0014780,478,CMP-0007,18/08/2025,CLICK, No 
INT-0014781,1038,CMP-0025,"Dec 08, 2025", Trial Signup , No 
INT-0014782,1234,CMP-0030,06/05/2025,Click , No 
INT-0014783,240,CMP-0016,2025-02-27, Impression ,no
INT-0014784,1223,CMP-0011,2025-07-31,impression, No 
INT-0014785,285,CMP-0030,2025-05-02,Demo Request,yes
INT-0014786,501,CMP-0029,01/30/2025,Website Visit,No
INT-0014787,238,CMP-0024,31/03/2025,Impression ,No 
INT-0014788,328,CMP-0016,06/02/2025, Impression ,YES
INT-0014789,779,CMP-0009,"Sep 30, 2025",IMPRESSION, Yes 
INT-0014790,705,CMP-0022,06 May 2025,click,yes
INT-0014791,176,CMP-0012,"Nov 20, 2025",IMPRESSION, No
INT-0014792,247,CMP-0006,11/18/2025,Trial Signup,No 
INT-0014793,1468,CMP-0015,2025-03-29, Impression,NO
INT-0014794,1172,CMP-0027,23-07-2025, Demo Request , Yes
INT-0014795,1006,CMP-0014,16 Mar 2025,WEBSITE VISIT,No 
INT-0014796,623,CMP-0015,08/04/2025,TRIAL SIGNUP,No
INT-0014797,209,CMP-0001,12 Oct 2025,Email Open , No
INT-0014798,900,CMP-0014,08/22/2025,Impression, No
INT-0014799,870,CMP-0007,25/06/2025, Impression,No
INT-0014800,234,CMP-0026,22/07/2025,Impression,No
INT-0014801,1293,CMP-0008,2025-05-29,click, No
INT-0014802,491,CMP-0014,2025-10-20, Trial Signup, No 
INT-0014803,1143,CMP-0014,04 Feb 2025, Impression , Yes 
INT-0014804,1493,CMP-0003,"Dec 06, 2025", Demo Request,No 
INT-0014805,1489,CMP-0025,"Nov 15, 2025",impression, Yes 
INT-0014806,1007,CMP-0024,28-05-2025, Demo Request,No
INT-0014807,303,CMP-0004,22 Jan 2025,demo request, No
INT-0014808,672,CMP-0025,09/08/2025,Email Open , No
INT-0014809,359,CMP-0016,2025-04-28,demo request, Yes 
INT-0014810,1007,CMP-0014,11-12-2025,demo request,No
INT-0014811,124,CMP-0010,16 Oct 2025,Impression , No
INT-0014812,211,CMP-0005,28-04-2025, Impression ,No 
INT-0014813,598,CMP-0009,2025-09-24, Trial Signup ,No 
INT-0014814,933,CMP-0010,16-03-2025,Demo Request,no
INT-0014815,817,CMP-0006,05/24/2025,Demo Request,Yes 
INT-0014816,1012,CMP-0017,2025-10-11, Email Open , Yes 
INT-0014817,1420,CMP-0016,"Oct 31, 2025",TRIAL SIGNUP,YES
INT-0014818,120,CMP-0003,2025-03-30,Website Visit ,no
INT-0014819,732,CMP-0025,14 Dec 2025,impression,No
INT-0014820,446,CMP-0002,2025-05-31,CLICK,No
INT-0014821,278,CMP-0009,08/24/2025,Email Open, No 
INT-0014822,1002,CMP-0010,20/09/2025,Email Open ,no
INT-0014823,1000,CMP-0013,2025-07-27,trial signup, No
INT-0014824,1051,CMP-0006,2025-10-12,Email Open ,No 
INT-0014825,1481,CMP-0012,23-02-2025,WEBSITE VISIT,no
INT-0014826,860,CMP-0007,2025-12-03,Website Visit,Yes 
INT-0014827,1021,CMP-0010,01/11/2025, Email Open,YES
INT-0014828,180,CMP-0022,06 Jun 2025, Demo Request ,no
INT-0014829,377,CMP-0029,14 Sep 2025,Trial Signup,No
INT-0014830,258,CMP-0016,"Apr 14, 2025", Click ,NO
INT-0014831,589,CMP-0002,27-04-2025,Demo Request,No 
INT-0014832,291,CMP-0015,05/31/2025,EMAIL OPEN, No 
INT-0014833,392,CMP-0005,"Feb 07, 2025", Trial Signup , No
INT-0014834,254,CMP-0007,17/11/2025, Demo Request,no
INT-0014835,1287,CMP-0015,"Mar 01, 2025",Click,No
INT-0014836,313,CMP-0021,29-05-2025,IMPRESSION, No 
INT-0014837,626,CMP-0008,12-09-2025,Email Open, Yes 
INT-0014838,893,CMP-0017,27/04/2025,IMPRESSION,No 
INT-0014839,1056,CMP-0001,26/06/2025,demo request, No
INT-0014840,336,CMP-0024,02 Jun 2025,impression,Yes 
INT-0014841,1435,CMP-0025,2025-10-10,Website Visit,no
INT-0014842,306,,15/11/2025,click, No
INT-0014843,929,CMP-0015,12/09/2025,EMAIL OPEN, Yes
INT-0014844,1071,CMP-0028,"Oct 01, 2025",DEMO REQUEST,No
INT-0014845,992,CMP-0023,16/06/2025, Impression, No
INT-0014846,627,CMP-0015,20/01/2025,Email Open,no
INT-0014847,613,CMP-0015,"Jan 17, 2025",impression,Yes
INT-0014848,436,CMP-0019,30-04-2025,Click, No 
INT-0014849,114,CMP-0014,"Aug 23, 2025",WEBSITE VISIT,No 
INT-0014850,352,CMP-0020,"Dec 25, 2025", Trial Signup , Yes 
INT-0014851,753,CMP-0001,10/11/2025,Demo Request , No
INT-0014852,525,CMP-0014,20-07-2025, Trial Signup ,No 
